"company","address_line_1","city","zipcode","naics8_descriptions","employee_size_location","sales_volume_location","state","full_add","lat","long"
"ZEKI'S BAR","1319 CALIFORNIA ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",4,285,"CA","1319 CALIFORNIA ST, SAN FRANCISCO, CA, 94109",37.7910182,-122.4161898
"LA FOLIE RESTAURANT","2316 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",35,2491,"CA","2316 POLK ST, SAN FRANCISCO, CA, 94109",37.7981608,-122.422003620349
"NICK'S CRISPY TACO'S","1500 BROADWAY","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",15,1068,"CA","1500 BROADWAY, SAN FRANCISCO, CA, 94109",37.7961254,-122.42210275
"OKOZE SUSHI","1207 UNION ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",8,570,"CA","1207 UNION ST, SAN FRANCISCO, CA, 94109",37.79903295,-122.419306702423
"STREET","2141 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2141 POLK ST, SAN FRANCISCO, CA, 94109",37.7963442040816,-122.42195377551
"LEOPOLD'S SF","2400 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2400 POLK ST, SAN FRANCISCO, CA, 94109",37.798897,-122.422259
"GIOIA PIZZERIA","2240 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",25,1780,"CA","2240 POLK ST, SAN FRANCISCO, CA, 94109",37.7975557368421,-122.421988184211
"BAR JOHNNY","2209 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2209 POLK ST, SAN FRANCISCO, CA, 94109",37.7970738571429,-122.422101142857
"CAFE METROPOL","2400 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2400 POLK ST, SAN FRANCISCO, CA, 94109",37.798897,-122.422259
"BLUE BARN POLK ST","2237 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2237 POLK ST, SAN FRANCISCO, CA, 94109",37.7974985294118,-122.422186794118
"ELEPHANT SUSHI","1916 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1916 HYDE ST, SAN FRANCISCO, CA, 94109",37.798632,-122.418829
"DIM SUM CLUB","2550 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2550 VAN NESS AVE, SAN FRANCISCO, CA, 94109",37.799281,-122.4235872
"ZA PIZZA","1919 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",13,926,"CA","1919 HYDE ST, SAN FRANCISCO, CA, 94109",37.798606,-122.419034
"LEMON GRASS THAI CUISINE","2348 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",20,1424,"CA","2348 POLK ST, SAN FRANCISCO, CA, 94109",37.7985499,-122.42210071812
"TONIC","2360 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2360 POLK ST, SAN FRANCISCO, CA, 94109",37.7986951,-122.4221753
"ESCAPE FROM NEW YORK PIZZA","2109 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",20,1424,"CA","2109 POLK ST, SAN FRANCISCO, CA, 94109",37.7961120408163,-122.421906755102
"CANDY STORE","1507 VALLEJO ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",3,214,"CA","1507 VALLEJO ST, SAN FRANCISCO, CA, 94109",37.7967892653061,-122.422174163265
"BULLIT","2209 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",15,1068,"CA","2209 POLK ST, SAN FRANCISCO, CA, 94109",37.7970738571429,-122.422101142857
"PESCE SEAFOOD BAR","2223 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2223 POLK ST, SAN FRANCISCO, CA, 94109",37.7971873571429,-122.422124142857
"LITTLE KITCHEN","2401 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2401 POLK ST, SAN FRANCISCO, CA, 94109",37.798871,-122.422464
"KINJO","2206 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2206 POLK ST, SAN FRANCISCO, CA, 94109",37.7971031,-122.4218968
"TEASPOON","2125 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2125 POLK ST, SAN FRANCISCO, CA, 94109",37.796228122449,-122.421930265306
"SPLIT BREAD","2300 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2300 POLK ST, SAN FRANCISCO, CA, 94109",37.798001,-122.421971832616
"AHI MAHI ENTERPRISE LLC","2123 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",12,854,"CA","2123 POLK ST, SAN FRANCISCO, CA, 94109",37.7962136122449,-122.421927326531
"NEW SPOT ON POLK INC","2401 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2401 POLK ST, SAN FRANCISCO, CA, 94109",37.798871,-122.422464
"PROJECT PIZZA POLK LLC","2238 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2238 POLK ST, SAN FRANCISCO, CA, 94109",37.7975502105263,-122.421987052632
"HELMAND PALACE","2424 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",3,214,"CA","2424 VAN NESS AVE, SAN FRANCISCO, CA, 94109",37.7980129,-122.42346145
"FRASCATI","1901 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",15,1068,"CA","1901 HYDE ST, SAN FRANCISCO, CA, 94109",37.798352,-122.418983
"AUX DELICES VIETNAMESE RSTRNT","2327 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",7,499,"CA","2327 POLK ST, SAN FRANCISCO, CA, 94109",37.7982701,-122.4224518
"HOUSE OF SUSHI","2157 POLK ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2157 POLK ST, SAN FRANCISCO, CA, 94109",37.7964602857143,-122.421977285714
"BACCHUS WINE BAR","1954 HYDE ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1954 HYDE ST, SAN FRANCISCO, CA, 94109",37.79904225,-122.41891225
"AMARENA","2162 LARKIN ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",4,285,"CA","2162 LARKIN ST, SAN FRANCISCO, CA, 94109",37.7979647,-122.4203437
"ARIAKE JAPANESE RESTAURANT","5041 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",4,285,"CA","5041 GEARY BLVD, SAN FRANCISCO, CA, 94118",37.7807660816326,-122.473358989796
"KABUTO SUSHI","5121 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA","5121 GEARY BLVD, SAN FRANCISCO, CA, 94118",37.7807135,-122.4743175
"OLD SHANGHAI RESTAURANT","5145 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA","5145 GEARY BLVD, SAN FRANCISCO, CA, 94118",37.7807049285714,-122.474511214286
"RUSSIAN RENAISSANCE RESTAURANT","5241 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",4,285,"CA","5241 GEARY BLVD, SAN FRANCISCO, CA, 94118",37.7806600306122,-122.475574234694
"SICHUAN HOME","5037 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA","5037 GEARY BLVD, SAN FRANCISCO, CA, 94118",37.780768122449,-122.473325234694
"BELUGA HOLDING INC","5323 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",3,214,"CA","5323 GEARY BLVD, SAN FRANCISCO, CA, 94121",37.78015655,-122.476603386255
"KABUTO INC","5121 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA","5121 GEARY BLVD, SAN FRANCISCO, CA, 94118",37.7807135,-122.4743175
"SWAMP","5423 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",4,285,"CA","5423 GEARY BLVD, SAN FRANCISCO, CA, 94121",37.78010675,-122.477672857375
"HAWKER EATS","1650 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA","1650 BALBOA ST, SAN FRANCISCO, CA, 94121",37.776794,-122.4767869
"WELL CAFE MOBILE","623 16TH AVE","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA","623 16TH AVE, SAN FRANCISCO, CA, 94118",37.7762476,-122.475035394485
"S & C SEAFOOD RESTAURANT","5423 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",6,427,"CA","5423 GEARY BLVD, SAN FRANCISCO, CA, 94121",37.78010675,-122.477672857375
"KABUTO JAPANESE RESTAURANT","5121 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA","5121 GEARY BLVD, SAN FRANCISCO, CA, 94118",37.7807135,-122.4743175
"DRAGON RIVER RESTAURANT","5045 GEARY BLVD","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",8,570,"CA","5045 GEARY BLVD, SAN FRANCISCO, CA, 94118",37.7807640408163,-122.473392744898
"BUFFALO BURGER RESTAURANT","5317 GEARY BLVD","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",2,143,"CA","5317 GEARY BLVD, SAN FRANCISCO, CA, 94121",37.7802666,-122.4766185
"HAN IL KWAN","1802 BALBOA ST","SAN FRANCISCO",94121,"FULL-SERVICE RESTAURANTS",4,285,"CA","1802 BALBOA ST, SAN FRANCISCO, CA, 94121",37.7767598,-122.4782809
"VILLAGE PIZZERIA RESTAURANT","1243 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",15,1068,"CA","1243 VAN NESS AVE, SAN FRANCISCO, CA, 94109",37.7868605816327,-122.421405183673
"GOURMET CAROUSEL","1559 FRANKLIN ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",8,570,"CA","1559 FRANKLIN ST, SAN FRANCISCO, CA, 94109",37.7890515,-122.423995647526
"KYOTO SUSHI","1233 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",5,356,"CA","1233 VAN NESS AVE, SAN FRANCISCO, CA, 94109",37.7871652,-122.4219217
"SUTTER PLAZA GEN'L STORE","1388 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",1,72,"CA","1388 SUTTER ST, SAN FRANCISCO, CA, 94109",37.7874560204082,-122.423140571429
"PACIFIC PLAZA CAFE","1338 FRANKLIN ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1338 FRANKLIN ST, SAN FRANCISCO, CA, 94109",37.7870910204082,-122.42324822449
"ALBORZ RESTAURANT","1245 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",8,570,"CA","1245 VAN NESS AVE, SAN FRANCISCO, CA, 94109",37.787382,-122.4219743
"AKIRA JAPANESE RESTAURANT","1634 BUSH ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1634 BUSH ST, SAN FRANCISCO, CA, 94109",37.7883152,-122.4241
"GENJI","1765 CALIFORNIA ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1765 CALIFORNIA ST, SAN FRANCISCO, CA, 94109",37.7900899,-122.4234142
"PIECE OF HEAVEN","1380 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","1380 SUTTER ST, SAN FRANCISCO, CA, 94109",37.7875068,-122.4229446
"WAYO SUSHI RESTAURANT","1407 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",2,143,"CA","1407 VAN NESS AVE, SAN FRANCISCO, CA, 94109",37.7887086363636,-122.421782318182
"WOK SHOP CAFE","1307 SUTTER ST","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",4,285,"CA","1307 SUTTER ST, SAN FRANCISCO, CA, 94109",37.7874042,-122.4221431
"TOMMY'S JOYNT","1101 GEARY BLVD","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",30,2135,"CA","1101 GEARY BLVD, SAN FRANCISCO, CA, 94109",37.7855044,-122.421780151736
"WASABI & GINGER","2299 VAN NESS AVE","SAN FRANCISCO",94109,"FULL-SERVICE RESTAURANTS",6,427,"CA","2299 VAN NESS AVE, SAN FRANCISCO, CA, 94109",37.796573,-122.423793
"CASTAGNOLA'S RESTAURANT","286 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",30,2135,"CA","286 JEFFERSON ST, SAN FRANCISCO, CA, 94133",37.807972622449,-122.41709877551
"TARANTINO'S RESTAURANT","206 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",45,3203,"CA","206 JEFFERSON ST, SAN FRANCISCO, CA, 94133",37.8081056836735,-122.416008163265
"ALIOTOS","8 FISHERMANS WHARF","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",80,5694,"CA","8 FISHERMANS WHARF, SAN FRANCISCO, CA, 94133",37.8086855,-122.4160429
"BISTRO BOUDIN RESTAURANT & BAR","160 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",300,21349,"CA","160 JEFFERSON ST, SAN FRANCISCO, CA, 94133",37.8085224,-122.414896594842
"CAFE FRANCISCO","2161 POWELL ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",8,570,"CA","2161 POWELL ST, SAN FRANCISCO, CA, 94133",37.8044938367347,-122.411791265306
"LOU' PIER 47","300 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",30,2135,"CA","300 JEFFERSON ST, SAN FRANCISCO, CA, 94133",37.8081258,-122.41790142012
"FIOR D' ITALIA","2237 MASON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",25,1780,"CA","2237 MASON ST, SAN FRANCISCO, CA, 94133",37.8042646,-122.413586847104
"IHOP RESTAURANT","200 BEACH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",40,2847,"CA","200 BEACH ST, SAN FRANCISCO, CA, 94133",37.8078523,-122.4125889
"PAT'S CAFE","2330 TAYLOR ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","2330 TAYLOR ST, SAN FRANCISCO, CA, 94133",37.8040105,-122.414836
"SUBWAY","2698 MASON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",4,285,"CA","2698 MASON ST, SAN FRANCISCO, CA, 94133",37.808312,-122.414037
"PIZZA ZONE","555 BEACH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",3,214,"CA","555 BEACH ST, SAN FRANCISCO, CA, 94133",37.8068923,-122.4179434
"DARREN'S CAFE","2731 TAYLOR ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",8,570,"CA","2731 TAYLOR ST, SAN FRANCISCO, CA, 94133",37.807595,-122.4158666
"BEACH STREET GRILL ORGANIC","380 BEACH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",7,499,"CA","380 BEACH ST, SAN FRANCISCO, CA, 94133",37.8074078571429,-122.415233979592
"MIYABI BAY","393 BAY ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","393 BAY ST, SAN FRANCISCO, CA, 94133",37.8055662857143,-122.413351591837
"HOT SPUD","2640 MASON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","2640 MASON ST, SAN FRANCISCO, CA, 94133",37.8079012653061,-122.413954142857
"CHINA HOUSE BAR & RESTAURANT","2237 POWELL ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",9,641,"CA","2237 POWELL ST, SAN FRANCISCO, CA, 94133",37.8055081,-122.41212832613
"PESCATORE","2455 MASON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",40,2847,"CA","2455 MASON ST, SAN FRANCISCO, CA, 94133",37.8061088571429,-122.413804938776
"GOODFELLAS PIZZERIA","377 BAY ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",3,214,"CA","377 BAY ST, SAN FRANCISCO, CA, 94133",37.8055937142857,-122.413131836735
"TANGUITO","2850 JONES ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",2,143,"CA","2850 JONES ST, SAN FRANCISCO, CA, 94133",37.8073406,-122.4171906
"APPLEBEE'S","2770 TAYLOR ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",64,4555,"CA","2770 TAYLOR ST, SAN FRANCISCO, CA, 94133",37.8080254,-122.4156147
"PEPPER PALACE","2800 LEAVENWORTH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","2800 LEAVENWORTH ST, SAN FRANCISCO, CA, 94133",37.806997,-122.418828
"NICK'S LIGHTHOUSE","5 FISHERMANS WHARF","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",45,3203,"CA","5 FISHERMANS WHARF, SAN FRANCISCO, CA, 94133",37.8091651410309,-122.415967743887
"INTERNATIONAL SPORTS CLUB","1000 COLUMBUS AVE","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",4,285,"CA","1000 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",37.8038977,-122.4151415
"ALIOTO'S FISH CO LTD","360 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",150,10675,"CA","360 JEFFERSON ST, SAN FRANCISCO, CA, 94133",37.808066,-122.418339
"CAFE EIGHT","8 FISHERMANS WHARF","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","8 FISHERMANS WHARF, SAN FRANCISCO, CA, 94133",37.8086855,-122.4160429
"TAQUERIAS EL FAROLITO","358 BEACH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","358 BEACH ST, SAN FRANCISCO, CA, 94133",37.8074455714286,-122.414934510204
"JACK IN THE BOX","2739 TAYLOR ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",25,1780,"CA","2739 TAYLOR ST, SAN FRANCISCO, CA, 94133",37.8076541020408,-122.415796122449
"POMPAY'S RESTAURANT","340 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","340 JEFFERSON ST, SAN FRANCISCO, CA, 94133",37.808097,-122.418094
"BRICK & BEAM","555 N POINT ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","555 N POINT ST, SAN FRANCISCO, CA, 94133",37.8060764,-122.416428137143
"DENNY'S","495 BEACH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",40,2847,"CA","495 BEACH ST, SAN FRANCISCO, CA, 94133",37.8070177346939,-122.417036428571
"SURISAN","505 BEACH ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","505 BEACH ST, SAN FRANCISCO, CA, 94133",37.8068143,-122.417478
"DELISE","327 BAY ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",2,143,"CA","327 BAY ST, SAN FRANCISCO, CA, 94133",37.8056497,-122.4126682
"CREPE CAFE","333 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","333 JEFFERSON ST, SAN FRANCISCO, CA, 94133",37.8077668,-122.4184666
"CILANTRO TAQUERIA","2257 MASON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",6,427,"CA","2257 MASON ST, SAN FRANCISCO, CA, 94133",37.8045664,-122.413549
"ALBONA RESTAURANT","545 FRANCISCO ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",5,356,"CA","545 FRANCISCO ST, SAN FRANCISCO, CA, 94133",37.8044698,-122.414100011899
"SABELLA & LA TORRE","2809 TAYLOR ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",35,2491,"CA","2809 TAYLOR ST, SAN FRANCISCO, CA, 94133",37.808473,-122.4160225
"POMPEI'S GROTTO","340 JEFFERSON ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",40,2847,"CA","340 JEFFERSON ST, SAN FRANCISCO, CA, 94133",37.808097,-122.418094
"HOLLYWOOD CAFE","530 N POINT ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",2,143,"CA","530 N POINT ST, SAN FRANCISCO, CA, 94133",37.8064211,-122.415816
"SWEETIES","475 FRANCISCO ST","SAN FRANCISCO",94133,"FULL-SERVICE RESTAURANTS",7,499,"CA","475 FRANCISCO ST, SAN FRANCISCO, CA, 94133",37.804538,-122.412872867361
"HILLSTONE RESTAURANT","1800 MONTGOMERY ST","SAN FRANCISCO",94111,"FULL-SERVICE RESTAURANTS",150,10675,"CA","1800 MONTGOMERY ST, SAN FRANCISCO, CA, 94111",37.80600665,-122.405136238884
"BLUE LIGHT","1979 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",15,1068,"CA","1979 UNION ST, SAN FRANCISCO, CA, 94123",37.7973967,-122.431621618068
"CAFFE UNION","1830 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",10,712,"CA","1830 UNION ST, SAN FRANCISCO, CA, 94123",37.7980511,-122.429545193123
"CAPANNINA","1809 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",12,854,"CA","1809 UNION ST, SAN FRANCISCO, CA, 94123",37.7976866,-122.429170876781
"GAMINE","2223 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",12,854,"CA","2223 UNION ST, SAN FRANCISCO, CA, 94123",37.7968926,-122.4361391
"ROAM ARTISAN BURGERS","1785 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","1785 UNION ST, SAN FRANCISCO, CA, 94123",37.7978587,-122.4285532
"MARENGO ON UNION","1980 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","1980 UNION ST, SAN FRANCISCO, CA, 94123",37.797663,-122.4318193
"H & A ENTERTAINMENT","2140 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2140 UNION ST, SAN FRANCISCO, CA, 94123",37.7973068,-122.4345787
"BRICK YARD","1787 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","1787 UNION ST, SAN FRANCISCO, CA, 94123",37.79781205,-122.428616274533
"LITE BITE","1796 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","1796 UNION ST, SAN FRANCISCO, CA, 94123",37.7980294897959,-122.428749693878
"BRIXTON","2140 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2140 UNION ST, SAN FRANCISCO, CA, 94123",37.7973068,-122.4345787
"TAMASHISOUL SUSHI BAR","1849 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","1849 UNION ST, SAN FRANCISCO, CA, 94123",37.79768065,-122.429701490553
"2 FORKS","3057 FILLMORE ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","3057 FILLMORE ST, SAN FRANCISCO, CA, 94123",37.7977636,-122.43588935
"BELGA RESTAURANT","2000 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2000 UNION ST, SAN FRANCISCO, CA, 94123",37.797596,-122.432397
"PANE E VINO","1715 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",19,1353,"CA","1715 UNION ST, SAN FRANCISCO, CA, 94123",37.797899,-122.427628926923
"PERRY'S UNION STREET","1944 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",55,3914,"CA","1944 UNION ST, SAN FRANCISCO, CA, 94123",37.7977287,-122.4313043
"PALM HOUSE","2032 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",40,2847,"CA","2032 UNION ST, SAN FRANCISCO, CA, 94123",37.7975134897959,-122.432810244898
"TWO THOUSAND BLDG LLC","2000 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2000 UNION ST, SAN FRANCISCO, CA, 94123",37.797596,-122.432397
"ITALIAN HOMEMADE CO","1919 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","1919 UNION ST, SAN FRANCISCO, CA, 94123",37.7974548,-122.430976243204
"ROOSTER & RICE","2211 FILBERT ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2211 FILBERT ST, SAN FRANCISCO, CA, 94123",37.7978841,-122.4359619
"UNION STREET RSTRNT PARTNERS","1875 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","1875 UNION ST, SAN FRANCISCO, CA, 94123",37.7976956326531,-122.430061326531
"CONTRADA","2136 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",6,427,"CA","2136 UNION ST, SAN FRANCISCO, CA, 94123",37.7973194,-122.4344795
"LA CANASTA","3006 BUCHANAN ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",1,72,"CA","3006 BUCHANAN ST, SAN FRANCISCO, CA, 94123",37.797684122449,-122.432134571429
"MARINA SUBMARINE","2299 UNION ST","SAN FRANCISCO",94123,"FULL-SERVICE RESTAURANTS",2,143,"CA","2299 UNION ST, SAN FRANCISCO, CA, 94123",37.7968013,-122.4369675
"HAYSTACK PIZZA RSTRNT PICK UP","3881 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",25,1780,"CA","3881 24TH ST, SAN FRANCISCO, CA, 94114",37.75134505,-122.429197759277
"CHOCOLATE COVERED","4069 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",1,72,"CA","4069 24TH ST, SAN FRANCISCO, CA, 94114",37.7512428,-122.4333237
"LOVEJOY'S TEA ROOM","1351 CHURCH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",2,143,"CA","1351 CHURCH ST, SAN FRANCISCO, CA, 94114",37.7492082,-122.4270599
"FRESCA","3945 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",30,2135,"CA","3945 24TH ST, SAN FRANCISCO, CA, 94114",37.7512961,-122.430699943765
"BISTRO SF GRILL","1305 CASTRO ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",6,427,"CA","1305 CASTRO ST, SAN FRANCISCO, CA, 94114",37.75102175,-122.433819447711
"SAVOR","3913 24TH ST","SAN FRANCISCO",94114,"FULL-SERVICE RESTAURANTS",6,427,"CA","3913 24TH ST, SAN FRANCISCO, CA, 94114",37.7514343,-122.4300466
